ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,RequirementType,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
1832,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.5,Distance to Roadway,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R740_Distance_to_Roadway_Supported,FALSE,TMDD_N51R740_Distance_to_Roadway_Parameter,,TMDD_N51_Flag,FALSE
1833,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.6,Elevation from Roadway,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R741_Elevation_from_Roadway_Supported,FALSE,TMDD_N51R741_Elevation_from_Roadway_Parameter,,TMDD_N51_Flag,FALSE
1834,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.7,Jurisdiction,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R742_Jurisdiction_Supported,FALSE,TMDD_N51R742_Jurisdiction_Parameter,,TMDD_N51_Flag,FALSE
1835,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.8,State,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R743_State_Supported,FALSE,TMDD_N51R743_State_Parameter,,TMDD_N51_Flag,FALSE
1836,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.9,Country,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R744_Country_Supported,FALSE,TMDD_N51R744_Country_Parameter,,TMDD_N51_Flag,FALSE
1837,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.10,Access Directions,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R745_Access_Directions_Supported,FALSE,TMDD_N51R745_Access_Directions_Parameter,,TMDD_N51_Flag,FALSE
1838,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.11,Site Representativeness,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R746_Site_Representativeness_Supported,FALSE,TMDD_N51R746_Site_Representativeness_Parameter,,TMDD_N51_Flag,FALSE
1839,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.12,Site Obstructions,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R747_Site_Obstructions_Supported,FALSE,TMDD_N51R747_Site_Obstructions_Parameter,,TMDD_N51_Flag,FALSE
1840,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.13,Site Landscape,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R748_Site_Landscape_Supported,FALSE,TMDD_N51R748_Site_Landscape_Parameter,,TMDD_N51_Flag,FALSE
1841,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.14,Site Access Control,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R749_Site_Access_Control_Supported,FALSE,TMDD_N51R749_Site_Access_Control_Parameter,,TMDD_N51_Flag,FALSE
1842,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.15,Site Slope,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R750_Site_Slope_Supported,FALSE,TMDD_N51R750_Site_Slope_Parameter,,TMDD_N51_Flag,FALSE
1843,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.16,Site Grade Direction,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R751_Site_Grade_Direction_Supported,FALSE,TMDD_N51R751_Site_Grade_Direction_Parameter,,TMDD_N51_Flag,FALSE
1844,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.17,Site Wind Roughness,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R752_Site_Wind_Roughness_Supported,FALSE,TMDD_N51R752_Site_Wind_Roughness_Parameter,,TMDD_N51_Flag,FALSE
1845,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.18,Site Soil Type,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R753_Site_Soil_Type_Supported,FALSE,TMDD_N51R753_Site_Soil_Type_Parameter,,TMDD_N51_Flag,FALSE
1846,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.7.19,Unique Site Identifier,Response Message,SiteMetadata:O,Yes / No / NA,,TMDD_N51R754_Unique_Site_Identifier_Supported,FALSE,TMDD_N51R754_Unique_Site_Identifier_Parameter,,TMDD_N51_Flag,FALSE
1847,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.1,Required Station Specific Metadata Information,Response Message,StationMetadata:M,Yes / NA,,TMDD_N51R755_Required_Station_Specific_Metadata_Information_Supported,FALSE,TMDD_N51R755_Required_Station_Specific_Metadata_Information_Parameter,,TMDD_N51_Flag,FALSE
1848,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.2,Station Description,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R756_Station_Description_Supported,FALSE,TMDD_N51R756_Station_Description_Parameter,,TMDD_N51_Flag,FALSE
1849,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.3,Station Operation Type,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R757_Station_Operation_Type_Supported,FALSE,TMDD_N51R757_Station_Operation_Type_Parameter,,TMDD_N51_Flag,FALSE
1850,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.4,Station Geo-coordinate Referencing Model,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R758_Station_Geo_coordinate_Referencing_Model_Supported,FALSE,TMDD_N51R758_Station_Geo_coordinate_Referencing_Model_Parameter,,TMDD_N51_Flag,FALSE
1851,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.5,Station Power Source,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R759_Station_Power_Source_Supported,FALSE,TMDD_N51R759_Station_Power_Source_Parameter,,TMDD_N51_Flag,FALSE
1852,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.6,Door Status,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R760_Door_Status_Supported,FALSE,TMDD_N51R760_Door_Status_Parameter,,TMDD_N51_Flag,FALSE
1853,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.7,Battery Status,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R761_Battery_Status_Supported,FALSE,TMDD_N51R761_Battery_Status_Parameter,,TMDD_N51_Flag,FALSE
1854,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.8,Line Volts,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R762_Line_Volts_Supported,FALSE,TMDD_N51R762_Line_Volts_Parameter,,TMDD_N51_Flag,FALSE
1855,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.9,Station Maintenance Group Name,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R763_Station_Maintenance_Group_Name_Supported,FALSE,TMDD_N51R763_Station_Maintenance_Group_Name_Parameter,,TMDD_N51_Flag,FALSE
1856,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.10,Preventive Maintenance Interval,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R764_Preventive_Maintenance_Interval_Supported,FALSE,TMDD_N51R764_Preventive_Maintenance_Interval_Parameter,,TMDD_N51_Flag,FALSE
1857,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.11,Maintenance Calibration Interval,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R765_Maintenance_Calibration_Interval_Supported,FALSE,TMDD_N51R765_Maintenance_Calibration_Interval_Parameter,,TMDD_N51_Flag,FALSE
1858,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.12,Maintenance Status,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R766_Maintenance_Status_Supported,FALSE,TMDD_N51R766_Maintenance_Status_Parameter,,TMDD_N51_Flag,FALSE
1859,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.13,Initial Installation Date,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R767_Initial_Installation_Date_Supported,FALSE,TMDD_N51R767_Initial_Installation_Date_Parameter,,TMDD_N51_Flag,FALSE
1860,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.14,Number of Devices,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R768_Number_of_Devices_Supported,FALSE,TMDD_N51R768_Number_of_Devices_Parameter,,TMDD_N51_Flag,FALSE
1861,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.15,Communications Method,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R769_Communications_Method_Supported,FALSE,TMDD_N51R769_Communications_Method_Parameter,,TMDD_N51_Flag,FALSE
1862,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.16,Station Phone Number,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R770_Station_Phone_Number_Supported,FALSE,TMDD_N51R770_Station_Phone_Number_Parameter,,TMDD_N51_Flag,FALSE
1863,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.17,Station IP Address,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R771_Station_IP_Address_Supported,FALSE,TMDD_N51R771_Station_IP_Address_Parameter,,TMDD_N51_Flag,FALSE
1864,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.18,Station Manufacturer,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R772_Station_Manufacturer_Supported,FALSE,TMDD_N51R772_Station_Manufacturer_Parameter,,TMDD_N51_Flag,FALSE
1865,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.19,Observation Collection Interval,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R773_Observation_Collection_Interval_Supported,FALSE,TMDD_N51R773_Observation_Collection_Interval_Parameter,,TMDD_N51_Flag,FALSE
1866,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.20,Observation Collection Offset,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R774_Observation_Collection_Offset_Supported,FALSE,TMDD_N51R774_Observation_Collection_Offset_Parameter,,TMDD_N51_Flag,FALSE
1867,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.21,Transmission Interval,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R775_Transmission_Interval_Supported,FALSE,TMDD_N51R775_Transmission_Interval_Parameter,,TMDD_N51_Flag,FALSE
1868,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.22,Transmission Offset,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R776_Transmission_Offset_Supported,FALSE,TMDD_N51R776_Transmission_Offset_Parameter,,TMDD_N51_Flag,FALSE
1869,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.23,Transmission Format,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R777_Transmission_Format_Supported,FALSE,TMDD_N51R777_Transmission_Format_Parameter,,TMDD_N51_Flag,FALSE
1870,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.8.24,Station Maintenance Contact Information,Response Message,StationMetadata:O,Yes / No / NA,,TMDD_N51R778_Station_Maintenance_Contact_Information_Supported,FALSE,TMDD_N51R778_Station_Maintenance_Contact_Information_Parameter,,TMDD_N51_Flag,FALSE
1871,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.9,Climate Record Information,Response Message,O,Yes / No,,TMDD_N51R779_Climate_Record_Information_Supported,FALSE,TMDD_N51R779_Climate_Record_Information_Parameter,,TMDD_N51_Flag,FALSE
1872,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.10,Data Collector Information,Response Message,O,Yes / No,,TMDD_N51R780_Data_Collector_Information_Supported,FALSE,TMDD_N51R780_Data_Collector_Information_Parameter,,TMDD_N51_Flag,FALSE
1873,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.11,Image Information,Response Message,O,Yes / No,,TMDD_N51R781_Image_Information_Supported,FALSE,TMDD_N51R781_Image_Information_Parameter,,TMDD_N51_Flag,FALSE
1874,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.5.6.4.3.12,Restrictions - ESS Metadata,Response Message,O,Yes / No,,TMDD_N51R782_Restrictions___ESS_Metadata_Supported,FALSE,TMDD_N51R782_Restrictions___ESS_Metadata_Parameter,,TMDD_N51_Flag,FALSE
1875,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N51R13_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N51R13_Contents_of_the_Error_Report_Parameter,,TMDD_N51_Flag,FALSE
1876,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N51R14_Required_Error_Report_Contents_Supported,TRUE,TMDD_N51R14_Required_Error_Report_Contents_Parameter,,TMDD_N51_Flag,FALSE
1877,2.3.5.5.5,Need to Share ESS Environmental Observation Metadata,Optional,Yes / No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N51R15_Restrictions___Error_Report_Supported,FALSE,TMDD_N51R15_Restrictions___Error_Report_Parameter,,TMDD_N51_Flag,FALSE
1878,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.6.3.1,Send ESS Observation Data Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N52R691_Send_ESS_Observation_Data_Information_Upon_Request_Supported,TRUE,TMDD_N52R691_Send_ESS_Observation_Data_Information_Upon_Request_Parameter,60000,TMDD_N52_Flag,FALSE
1879,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.6.3.2,Publish ESS Observation Data Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N52R692_Publish_ESS_Observation_Data_Information_Supported,FALSE,TMDD_N52R692_Publish_ESS_Observation_Data_Information_Parameter,90000,TMDD_N52_Flag,FALSE
1880,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.6.3.3,Subscribe to ESS Observation Data Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N52R693_Subscribe_to_ESS_Observation_Data_Information_Supported,FALSE,TMDD_N52R693_Subscribe_to_ESS_Observation_Data_Information_Parameter,60000,TMDD_N52_Flag,FALSE
1881,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1,Contents of Device Information Request,Request Message,M,Yes,,TMDD_N52R364_Contents_of_Device_Information_Request_Supported,TRUE,TMDD_N52R364_Contents_of_Device_Information_Request_Parameter,,TMDD_N52_Flag,FALSE
1882,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N52R365_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N52R365_Required_Device_Information_Request_Content_Parameter,,TMDD_N52_Flag,FALSE
1883,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N52R366_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N52R366_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N52_Flag,FALSE
1884,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N52R367_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N52R367_Operator_Identifier___Device_Information_Parameter,,TMDD_N52_Flag,FALSE
1885,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N52R368_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N52R368_External_Center_Organization___Device_Information_Parameter,,TMDD_N52_Flag,FALSE
1886,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N52R369_Device_Identifier_Filter_Supported,FALSE,TMDD_N52R369_Device_Identifier_Filter_Parameter,,TMDD_N52_Flag,FALSE
1887,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N52R370_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N52R370_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N52_Flag,FALSE
1888,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N52R371_Link_Identifier_Filter_Supported,FALSE,TMDD_N52R371_Link_Identifier_Filter_Parameter,,TMDD_N52_Flag,FALSE
1889,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N52R372_Route_Designator_Filter_Supported,FALSE,TMDD_N52R372_Route_Designator_Filter_Parameter,,TMDD_N52_Flag,FALSE
1890,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N52R373_Linear_Reference_Filter_Supported,FALSE,TMDD_N52R373_Linear_Reference_Filter_Parameter,,TMDD_N52_Flag,FALSE
1891,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.6.3.4,Contents of the ESS Observation Data Information Request,Request Message,M,Yes,,TMDD_N52R694_Contents_of_the_ESS_Observation_Data_Information_Request_Supported,TRUE,TMDD_N52R694_Contents_of_the_ESS_Observation_Data_Information_Request_Parameter,,TMDD_N52_Flag,FALSE
1892,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.6.3.5,Contents of the ESS Observation Data Information,Response Message,M,Yes,,TMDD_N52R695_Contents_of_the_ESS_Observation_Data_Information_Supported,TRUE,TMDD_N52R695_Contents_of_the_ESS_Observation_Data_Information_Parameter,,TMDD_N52_Flag,FALSE
1893,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.5.6.3.5.1,Required ESS Observation Data Information Content,Response Message,M,Yes,,TMDD_N52R696_Required_ESS_Observation_Data_Information_Content_Supported,TRUE,TMDD_N52R696_Required_ESS_Observation_Data_Information_Content_Parameter,,TMDD_N52_Flag,FALSE
1894,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N52R13_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N52R13_Contents_of_the_Error_Report_Parameter,,TMDD_N52_Flag,FALSE
1895,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N52R14_Required_Error_Report_Contents_Supported,TRUE,TMDD_N52R14_Required_Error_Report_Contents_Parameter,,TMDD_N52_Flag,FALSE
1896,2.3.5.5.6,Need to Receive a Qualified ESS Report,Optional,Yes / No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N52R15_Restrictions___Error_Report_Supported,FALSE,TMDD_N52R15_Restrictions___Error_Report_Parameter,,TMDD_N52_Flag,FALSE
1897,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.1,Send ESS Metadata Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N53R698_Send_ESS_Metadata_Information_Upon_Request_Supported,TRUE,TMDD_N53R698_Send_ESS_Metadata_Information_Upon_Request_Parameter,60000,TMDD_N53_Flag,FALSE
1898,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1,Contents of Device Information Request,Request Message,M,Yes,,TMDD_N53R364_Contents_of_Device_Information_Request_Supported,TRUE,TMDD_N53R364_Contents_of_Device_Information_Request_Parameter,,TMDD_N53_Flag,FALSE
1899,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N53R365_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N53R365_Required_Device_Information_Request_Content_Parameter,,TMDD_N53_Flag,FALSE
1900,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N53R366_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N53R366_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N53_Flag,FALSE
1901,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N53R367_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N53R367_Operator_Identifier___Device_Information_Parameter,,TMDD_N53_Flag,FALSE
1902,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N53R368_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N53R368_External_Center_Organization___Device_Information_Parameter,,TMDD_N53_Flag,FALSE
1903,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N53R369_Device_Identifier_Filter_Supported,FALSE,TMDD_N53R369_Device_Identifier_Filter_Parameter,,TMDD_N53_Flag,FALSE
1904,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N53R370_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N53R370_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N53_Flag,FALSE
1905,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N53R371_Link_Identifier_Filter_Supported,FALSE,TMDD_N53R371_Link_Identifier_Filter_Parameter,,TMDD_N53_Flag,FALSE
1906,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N53R372_Route_Designator_Filter_Supported,FALSE,TMDD_N53R372_Route_Designator_Filter_Parameter,,TMDD_N53_Flag,FALSE
1907,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N53R373_Linear_Reference_Filter_Supported,FALSE,TMDD_N53R373_Linear_Reference_Filter_Parameter,,TMDD_N53_Flag,FALSE
1908,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.2,Contents of the ESS Metadata Request,Request Message,M,Yes,,TMDD_N53R699_Contents_of_the_ESS_Metadata_Request_Supported,TRUE,TMDD_N53R699_Contents_of_the_ESS_Metadata_Request_Parameter,,TMDD_N53_Flag,FALSE
1909,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3,Contents of the ESS Metadata Information,Response Message,M,Yes,,TMDD_N53R700_Contents_of_the_ESS_Metadata_Information_Supported,TRUE,TMDD_N53R700_Contents_of_the_ESS_Metadata_Information_Parameter,,TMDD_N53_Flag,FALSE
1910,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3.1,Required ESS Metadata Information Content,Response Message,M,Yes,,TMDD_N53R701_Required_ESS_Metadata_Information_Content_Supported,TRUE,TMDD_N53R701_Required_ESS_Metadata_Information_Content_Parameter,,TMDD_N53_Flag,FALSE
1911,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3.2.1,Username,Response Message,O,Yes / No,,TMDD_N53R702_Username_Supported,FALSE,TMDD_N53R702_Username_Parameter,,TMDD_N53_Flag,FALSE
1912,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3.2.2,Password,Response Message,O,Yes / No,,TMDD_N53R703_Password_Supported,FALSE,TMDD_N53R703_Password_Parameter,,TMDD_N53_Flag,FALSE
1913,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3.3,Collector Configuration Information (CollectorConfig),Response Message,O,Yes / No,,TMDD_N53R704_Collector_Configuration_Information__CollectorConfig__Supported,FALSE,TMDD_N53R704_Collector_Configuration_Information__CollectorConfig__Parameter,,TMDD_N53_Flag,FALSE
1914,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3.5,Owner Organization - ESS Metadata,Response Message,O,Yes / No,,TMDD_N53R707_Owner_Organization___ESS_Metadata_Supported,FALSE,TMDD_N53R707_Owner_Organization___ESS_Metadata_Parameter,,TMDD_N53_Flag,FALSE
1915,2.3.5.5.7,Need to Share ESS Organizational Metadata,Optional,Yes / No,3.3.5.6.4.3.10,Data Collector Information,Response Message,O,Yes / No,,TMDD_N53R780_Data_Collector_Information_Supported,FALSE,TMDD_N53R780_Data_Collector_Information_Parameter,,TMDD_N53_Flag,FALSE
