ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,RequirementType,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
1603,2.3.5.4.9,Need to Share DMS Message Inventory,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N45R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N45R13_Required_Error_Report_Contents_Parameter,,TMDD_N45_Flag,FALSE
1604,2.3.5.4.9,Need to Share DMS Message Inventory,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N45R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N45R14_Restrictions___Error_Report_Parameter,,TMDD_N45_Flag,FALSE
1605,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.1,Send DMS Font Table Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N46R643_Send_DMS_Font_Table_Upon_Request_Supported,TRUE,TMDD_N46R643_Send_DMS_Font_Table_Upon_Request_Parameter,60000,TMDD_N46_Flag,FALSE
1606,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N46R363_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N46R363_Required_Device_Information_Request_Content_Parameter,,TMDD_N46_Flag,FALSE
1607,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N46R364_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N46R364_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N46_Flag,FALSE
1608,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N46R365_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N46R365_Operator_Identifier___Device_Information_Parameter,,TMDD_N46_Flag,FALSE
1609,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N46R366_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N46R366_External_Center_Organization___Device_Information_Parameter,,TMDD_N46_Flag,FALSE
1610,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N46R367_Device_Identifier_Filter_Supported,FALSE,TMDD_N46R367_Device_Identifier_Filter_Parameter,,TMDD_N46_Flag,FALSE
1611,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N46R368_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N46R368_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N46_Flag,FALSE
1612,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N46R369_Link_Identifier_Filter_Supported,FALSE,TMDD_N46R369_Link_Identifier_Filter_Parameter,,TMDD_N46_Flag,FALSE
1613,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N46R370_Route_Designator_Filter_Supported,FALSE,TMDD_N46R370_Route_Designator_Filter_Parameter,,TMDD_N46_Flag,FALSE
1614,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N46R371_Linear_Reference_Filter_Supported,FALSE,TMDD_N46R371_Linear_Reference_Filter_Parameter,,TMDD_N46_Flag,FALSE
1615,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.2,Contents of the DMS Font Table Request,Request Message,M,Yes,,TMDD_N46R644_Contents_of_the_DMS_Font_Table_Request_Supported,TRUE,TMDD_N46R644_Contents_of_the_DMS_Font_Table_Request_Parameter,,TMDD_N46_Flag,FALSE
1616,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.2.1,Required DMS Font Table Request,Request Message,M,Yes,,TMDD_N46R645_Required_DMS_Font_Table_Request_Supported,TRUE,TMDD_N46R645_Required_DMS_Font_Table_Request_Parameter,,TMDD_N46_Flag,FALSE
1617,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.2.2.1,DMS Font Identifier,Request Message,O,Yes / No,,TMDD_N46R646_DMS_Font_Identifier_Supported,FALSE,TMDD_N46R646_DMS_Font_Identifier_Parameter,,TMDD_N46_Flag,FALSE
1618,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.3,Contents of DMS Font Table Response,Response Message,M,Yes,,TMDD_N46R647_Contents_of_DMS_Font_Table_Response_Supported,TRUE,TMDD_N46R647_Contents_of_DMS_Font_Table_Response_Parameter,,TMDD_N46_Flag,FALSE
1619,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.3.1,Required DMS Font Table Response Content,Response Message,M,Yes,,TMDD_N46R648_Required_DMS_Font_Table_Response_Content_Supported,TRUE,TMDD_N46R648_Required_DMS_Font_Table_Response_Content_Parameter,,TMDD_N46_Flag,FALSE
1620,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.3.2.1,Restrictions - DMS Fonts,Response Message,O,Yes / No,,TMDD_N46R649_Restrictions___DMS_Fonts_Supported,FALSE,TMDD_N46R649_Restrictions___DMS_Fonts_Parameter,,TMDD_N46_Flag,FALSE
1621,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.5.5.8.3.2.2,Font Table Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N46R650_Font_Table_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N46R650_Font_Table_Date_and_Time_Change_Information_Parameter,,TMDD_N46_Flag,FALSE
1622,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N46R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N46R12_Contents_of_the_Error_Report_Parameter,,TMDD_N46_Flag,FALSE
1623,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N46R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N46R13_Required_Error_Report_Contents_Parameter,,TMDD_N46_Flag,FALSE
1624,2.3.5.4.10,Need to Share DMS Font Table,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N46R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N46R14_Restrictions___Error_Report_Parameter,,TMDD_N46_Flag,FALSE
1625,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.1,Send ESS Inventory Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N47R654_Send_ESS_Inventory_Information_Upon_Request_Supported,TRUE,TMDD_N47R654_Send_ESS_Inventory_Information_Upon_Request_Parameter,60000,TMDD_N47_Flag,FALSE
1626,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.2,Publish ESS Inventory Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N47R655_Publish_ESS_Inventory_Information_Supported,FALSE,TMDD_N47R655_Publish_ESS_Inventory_Information_Parameter,900000,TMDD_N47_Flag,FALSE
1627,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.3,Subscribe to ESS Inventory Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N47R656_Subscribe_to_ESS_Inventory_Information_Supported,FALSE,TMDD_N47R656_Subscribe_to_ESS_Inventory_Information_Parameter,60000,TMDD_N47_Flag,FALSE
1628,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1,Contents of Device Information Request,Request Message,M,Yes,,TMDD_N47R362_Contents_of_Device_Information_Request_Supported,TRUE,TMDD_N47R362_Contents_of_Device_Information_Request_Parameter,,TMDD_N47_Flag,FALSE
1629,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N47R363_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N47R363_Required_Device_Information_Request_Content_Parameter,,TMDD_N47_Flag,FALSE
1630,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N47R364_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N47R364_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N47_Flag,FALSE
1631,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N47R365_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N47R365_Operator_Identifier___Device_Information_Parameter,,TMDD_N47_Flag,FALSE
1632,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N47R366_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N47R366_External_Center_Organization___Device_Information_Parameter,,TMDD_N47_Flag,FALSE
1633,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N47R367_Device_Identifier_Filter_Supported,FALSE,TMDD_N47R367_Device_Identifier_Filter_Parameter,,TMDD_N47_Flag,FALSE
1634,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N47R368_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N47R368_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N47_Flag,FALSE
1635,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N47R369_Link_Identifier_Filter_Supported,FALSE,TMDD_N47R369_Link_Identifier_Filter_Parameter,,TMDD_N47_Flag,FALSE
1636,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N47R370_Route_Designator_Filter_Supported,FALSE,TMDD_N47R370_Route_Designator_Filter_Parameter,,TMDD_N47_Flag,FALSE
1637,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N47R371_Linear_Reference_Filter_Supported,FALSE,TMDD_N47R371_Linear_Reference_Filter_Parameter,,TMDD_N47_Flag,FALSE
1638,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.4,Contents of the ESS Inventory Request,Request Message,M,Yes,,TMDD_N47R657_Contents_of_the_ESS_Inventory_Request_Supported,TRUE,TMDD_N47R657_Contents_of_the_ESS_Inventory_Request_Parameter,,TMDD_N47_Flag,FALSE
1639,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1,Contents of the Device Inventory Header,Response Message,M,Yes,,TMDD_N47R374_Contents_of_the_Device_Inventory_Header_Supported,TRUE,TMDD_N47R374_Contents_of_the_Device_Inventory_Header_Parameter,,TMDD_N47_Flag,FALSE
1640,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.1,Required Device Inventory Content,Response Message,M,Yes,,TMDD_N47R375_Required_Device_Inventory_Content_Supported,TRUE,TMDD_N47R375_Required_Device_Inventory_Content_Parameter,,TMDD_N47_Flag,FALSE
1641,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.1,Restrictions - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R376_Restrictions___Device_Inventory_Supported,FALSE,TMDD_N47R376_Restrictions___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1642,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.2,Device Description,Response Message,O,Yes / No,,TMDD_N47R377_Device_Description_Supported,FALSE,TMDD_N47R377_Device_Description_Parameter,,TMDD_N47_Flag,FALSE
1643,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.3,Device Control Type,Response Message,O,Yes / No,,TMDD_N47R378_Device_Control_Type_Supported,FALSE,TMDD_N47R378_Device_Control_Type_Parameter,,TMDD_N47_Flag,FALSE
1644,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.4,Controller Description,Response Message,O,Yes / No,,TMDD_N47R379_Controller_Description_Supported,FALSE,TMDD_N47R379_Controller_Description_Parameter,,TMDD_N47_Flag,FALSE
1645,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.5,Roadway Network Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R380_Roadway_Network_Identifier___Device_Inventory_Supported,FALSE,TMDD_N47R380_Roadway_Network_Identifier___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1646,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.6,Node Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R381_Node_Identifier___Device_Inventory_Supported,FALSE,TMDD_N47R381_Node_Identifier___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1647,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.7,Node Name - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R382_Node_Name___Device_Inventory_Supported,FALSE,TMDD_N47R382_Node_Name___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1648,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.8,Link Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R383_Link_Identifier___Device_Inventory_Supported,FALSE,TMDD_N47R383_Link_Identifier___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1649,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.9,Link Name - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R384_Link_Name___Device_Inventory_Supported,FALSE,TMDD_N47R384_Link_Name___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1650,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.10,Link Direction - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R385_Link_Direction___Device_Inventory_Supported,FALSE,TMDD_N47R385_Link_Direction___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1651,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.11,Linear Reference - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R386_Linear_Reference___Device_Inventory_Supported,FALSE,TMDD_N47R386_Linear_Reference___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1652,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.12,Linear Reference Version,Response Message,O,Yes / No,,TMDD_N47R387_Linear_Reference_Version_Supported,FALSE,TMDD_N47R387_Linear_Reference_Version_Parameter,,TMDD_N47_Flag,FALSE
1653,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.13,Route Designator - Device Inventory,Response Message,O,Yes / No,,TMDD_N47R388_Route_Designator___Device_Inventory_Supported,FALSE,TMDD_N47R388_Route_Designator___Device_Inventory_Parameter,,TMDD_N47_Flag,FALSE
1654,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.14,Device Uniform Resource Locator (URL) (DeviceURL),Response Message,O,Yes / No,,TMDD_N47R389_Device_Uniform_Resource_Locator__URL___DeviceURL__Supported,FALSE,TMDD_N47R389_Device_Uniform_Resource_Locator__URL___DeviceURL__Parameter,,TMDD_N47_Flag,FALSE
1655,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.15,Device URL Reference Medium,Response Message,DeviceURL:O,Yes / No / NA,,TMDD_N47R390_Device_URL_Reference_Medium_Supported,FALSE,TMDD_N47R390_Device_URL_Reference_Medium_Parameter,,TMDD_N47_Flag,FALSE
1656,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.16,Device Inventory Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N47R391_Device_Inventory_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N47R391_Device_Inventory_Date_and_Time_Change_Information_Parameter,,TMDD_N47_Flag,FALSE
1657,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5,Contents of the ESS Inventory Information,Response Message,M,Yes,,TMDD_N47R658_Contents_of_the_ESS_Inventory_Information_Supported,TRUE,TMDD_N47R658_Contents_of_the_ESS_Inventory_Information_Parameter,,TMDD_N47_Flag,FALSE
1658,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.1,Required ESS Inventory Content,Response Message,M,Yes,,TMDD_N47R659_Required_ESS_Inventory_Content_Supported,TRUE,TMDD_N47R659_Required_ESS_Inventory_Content_Parameter,,TMDD_N47_Flag,FALSE
1659,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.2.1,Lane Number - ESS,Response Message,O,Yes / No,,TMDD_N47R660_Lane_Number___ESS_Supported,FALSE,TMDD_N47R660_Lane_Number___ESS_Parameter,,TMDD_N47_Flag,FALSE
1660,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.2.2,Device Elevation,Response Message,O,Yes / No,,TMDD_N47R661_Device_Elevation_Supported,FALSE,TMDD_N47R661_Device_Elevation_Parameter,,TMDD_N47_Flag,FALSE
1661,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.2.3,Device Height,Response Message,O,Yes / No,,TMDD_N47R662_Device_Height_Supported,FALSE,TMDD_N47R662_Device_Height_Parameter,,TMDD_N47_Flag,FALSE
1662,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.2.4,Device Type,Response Message,O,Yes / No,,TMDD_N47R663_Device_Type_Supported,FALSE,TMDD_N47R663_Device_Type_Parameter,,TMDD_N47_Flag,FALSE
1663,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.2.5,Device Operation Type,Response Message,O,Yes / No,,TMDD_N47R664_Device_Operation_Type_Supported,FALSE,TMDD_N47R664_Device_Operation_Type_Parameter,,TMDD_N47_Flag,FALSE
1664,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.5.6.1.5.2.6,Device Mobility Type,Response Message,O,Yes / No,,TMDD_N47R665_Device_Mobility_Type_Supported,FALSE,TMDD_N47R665_Device_Mobility_Type_Parameter,,TMDD_N47_Flag,FALSE
1665,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N47R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N47R12_Contents_of_the_Error_Report_Parameter,,TMDD_N47_Flag,FALSE
1666,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N47R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N47R13_Required_Error_Report_Contents_Parameter,,TMDD_N47_Flag,FALSE
1667,2.3.5.5.1,Need to Share ESS Inventory,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N47R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N47R14_Restrictions___Error_Report_Parameter,,TMDD_N47_Flag,FALSE
1668,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.6.1.2,Publish ESS Inventory Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N48R655_Publish_ESS_Inventory_Information_Supported,FALSE,TMDD_N48R655_Publish_ESS_Inventory_Information_Parameter,900000,TMDD_N48_Flag,FALSE
1669,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.6.1.3,Subscribe to ESS Inventory Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N48R656_Subscribe_to_ESS_Inventory_Information_Supported,FALSE,TMDD_N48R656_Subscribe_to_ESS_Inventory_Information_Parameter,60000,TMDD_N48_Flag,FALSE
1670,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1,Contents of Device Information Request,Request Message,M,Yes,,TMDD_N48R362_Contents_of_Device_Information_Request_Supported,TRUE,TMDD_N48R362_Contents_of_Device_Information_Request_Parameter,,TMDD_N48_Flag,FALSE
1671,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N48R363_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N48R363_Required_Device_Information_Request_Content_Parameter,,TMDD_N48_Flag,FALSE
1672,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N48R364_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N48R364_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N48_Flag,FALSE
1673,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N48R365_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N48R365_Operator_Identifier___Device_Information_Parameter,,TMDD_N48_Flag,FALSE
1674,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N48R366_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N48R366_External_Center_Organization___Device_Information_Parameter,,TMDD_N48_Flag,FALSE
1675,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N48R367_Device_Identifier_Filter_Supported,FALSE,TMDD_N48R367_Device_Identifier_Filter_Parameter,,TMDD_N48_Flag,FALSE
1676,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N48R368_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N48R368_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N48_Flag,FALSE
1677,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N48R369_Link_Identifier_Filter_Supported,FALSE,TMDD_N48R369_Link_Identifier_Filter_Parameter,,TMDD_N48_Flag,FALSE
1678,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N48R370_Route_Designator_Filter_Supported,FALSE,TMDD_N48R370_Route_Designator_Filter_Parameter,,TMDD_N48_Flag,FALSE
1679,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N48R371_Linear_Reference_Filter_Supported,FALSE,TMDD_N48R371_Linear_Reference_Filter_Parameter,,TMDD_N48_Flag,FALSE
1680,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.6.1.4,Contents of the ESS Inventory Request,Request Message,M,Yes,,TMDD_N48R657_Contents_of_the_ESS_Inventory_Request_Supported,TRUE,TMDD_N48R657_Contents_of_the_ESS_Inventory_Request_Parameter,,TMDD_N48_Flag,FALSE
1681,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1,Contents of the Device Inventory Header,Response Message,M,Yes,,TMDD_N48R374_Contents_of_the_Device_Inventory_Header_Supported,TRUE,TMDD_N48R374_Contents_of_the_Device_Inventory_Header_Parameter,,TMDD_N48_Flag,FALSE
1682,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.1,Required Device Inventory Content,Response Message,M,Yes,,TMDD_N48R375_Required_Device_Inventory_Content_Supported,TRUE,TMDD_N48R375_Required_Device_Inventory_Content_Parameter,,TMDD_N48_Flag,FALSE
1683,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.1,Restrictions - Device Inventory,Response Message,O,Yes / No,,TMDD_N48R376_Restrictions___Device_Inventory_Supported,FALSE,TMDD_N48R376_Restrictions___Device_Inventory_Parameter,,TMDD_N48_Flag,FALSE
1684,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.2,Device Description,Response Message,O,Yes / No,,TMDD_N48R377_Device_Description_Supported,FALSE,TMDD_N48R377_Device_Description_Parameter,,TMDD_N48_Flag,FALSE
1685,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.3,Device Control Type,Response Message,O,Yes / No,,TMDD_N48R378_Device_Control_Type_Supported,FALSE,TMDD_N48R378_Device_Control_Type_Parameter,,TMDD_N48_Flag,FALSE
1686,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.4,Controller Description,Response Message,O,Yes / No,,TMDD_N48R379_Controller_Description_Supported,FALSE,TMDD_N48R379_Controller_Description_Parameter,,TMDD_N48_Flag,FALSE
1687,2.3.5.5.2,Need to Share Updated ESS Inventory,Optional,Yes/No,3.3.5.1.2.1.2.5,Roadway Network Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N48R380_Roadway_Network_Identifier___Device_Inventory_Supported,FALSE,TMDD_N48R380_Roadway_Network_Identifier___Device_Inventory_Parameter,,TMDD_N48_Flag,FALSE
